name,min_loss,max_loss
semi-dry_evergreen_forest,0.8940920254816179,0.9366797144830762
open_dry_palm-rich_woodland,0.9648628335212326,1.0
wet_forest,0.7381963893317247,0.7755698220517903
pandanus_swamp,0.7765089722675367,0.9119086460032626
mossy_rainforest,0.1367521367521367,0.1367521367521367
mangrove,0.8996212121212122,0.9867424242424242
wetland vegetation,0.8901811248808389,0.9254528122020973
